Train No,Train Name,SEQ,Station Code,Station Name,Arrival time,Departure Time,Distance,Source Station,Source Station Name,Destination Station,Destination Station Name
6009,SRC-PDY SPL,27,PDY,PONDICHERRY,20:15:00,20:15:00,1844,SRC,SANTRAGACHI JN.,PDY,PONDICHERRY
6010,PDY-SRC SPL,1,PDY,PONDICHERRY,19:15:00,19:15:00,0,PDY,PONDICHERRY,SRC,SANTRAGACHI JN.
6010,PDY-SRC SPL,2,VM,VILLUPURAM J,20:05:00,20:30:00,37,PDY,PONDICHERRY,SRC,SANTRAGACHI JN.
6010,PDY-SRC SPL,3,CGL,CHENGALPATTU,21:58:00,22:00:00,140,PDY,PONDICHERRY,SRC,SANTRAGACHI JN.
6010,PDY-SRC SPL,4,TBM,TAMBARAM,22:28:00,22:30:00,171,PDY,PONDICHERRY,SRC,SANTRAGACHI JN.
6010,PDY-SRC SPL,5,MS,CHENNAI EGMO,23:15:00,23:35:00,196,PDY,PONDICHERRY,SRC,SANTRAGACHI JN.
6010,PDY-SRC SPL,6,GDR,GUDUR JN.,02:30:00,02:35:00,338,PDY,PONDICHERRY,SRC,SANTRAGACHI JN.
6010,PDY-SRC SPL,7,NLR,NELLORE,03:03:00,03:05:00,376,PDY,PONDICHERRY,SRC,SANTRAGACHI JN.
6010,PDY-SRC SPL,8,OGL,ONGOLE,04:38:00,04:40:00,492,PDY,PONDICHERRY,SRC,SANTRAGACHI JN.
6010,PDY-SRC SPL,9,CLX,CHIRALA,05:18:00,05:20:00,541,PDY,PONDICHERRY,SRC,SANTRAGACHI JN.
6010,PDY-SRC SPL,10,TEL,TENALI JN.,06:10:00,06:12:00,599,PDY,PONDICHERRY,SRC,SANTRAGACHI JN.
6010,PDY-SRC SPL,11,BZA,VIJAYWADA JN,07:00:00,07:15:00,630,PDY,PONDICHERRY,SRC,SANTRAGACHI JN.
6010,PDY-SRC SPL,12,EE,ELURU,08:08:00,08:10:00,690,PDY,PONDICHERRY,SRC,SANTRAGACHI JN.
6010,PDY-SRC SPL,13,TDD,TADEPALLI GU,08:38:00,08:40:00,738,PDY,PONDICHERRY,SRC,SANTRAGACHI JN.
6010,PDY-SRC SPL,14,RJY,RAJAHMUNDRY,09:55:00,09:57:00,780,PDY,PONDICHERRY,SRC,SANTRAGACHI JN.
6010,PDY-SRC SPL,15,SLO,SAMALKOT JN.,10:50:00,10:52:00,830,PDY,PONDICHERRY,SRC,SANTRAGACHI JN.
6010,PDY-SRC SPL,16,DVD,DUVVADA,13:43:00,13:45:00,963,PDY,PONDICHERRY,SRC,SANTRAGACHI JN.
6010,PDY-SRC SPL,17,VZM,VIZIANAGARAM,14:55:00,15:10:00,1028,PDY,PONDICHERRY,SRC,SANTRAGACHI JN.
6010,PDY-SRC SPL,18,CHE,SRIKAKULAM R,16:10:00,16:12:00,1097,PDY,PONDICHERRY,SRC,SANTRAGACHI JN.
6010,PDY-SRC SPL,19,PSA,PALASA,17:10:00,17:12:00,1170,PDY,PONDICHERRY,SRC,SANTRAGACHI JN.
6010,PDY-SRC SPL,20,BAM,BERHAMPUR,18:25:00,18:27:00,1244,PDY,PONDICHERRY,SRC,SANTRAGACHI JN.
6010,PDY-SRC SPL,21,KUR,KHURDA ROAD,20:45:00,20:55:00,1391,PDY,PONDICHERRY,SRC,SANTRAGACHI JN.
6010,PDY-SRC SPL,22,BBS,BHUBANESWAR,21:20:00,21:25:00,1410,PDY,PONDICHERRY,SRC,SANTRAGACHI JN.
6010,PDY-SRC SPL,23,CTC,CUTTACK JN.,21:53:00,21:57:00,1437,PDY,PONDICHERRY,SRC,SANTRAGACHI JN.
6010,PDY-SRC SPL,24,BHC,BHADRAKH,23:45:00,23:47:00,1552,PDY,PONDICHERRY,SRC,SANTRAGACHI JN.
6010,PDY-SRC SPL,25,BLS,BALASORE,00:30:00,00:32:00,1614,PDY,PONDICHERRY,SRC,SANTRAGACHI JN.
6010,PDY-SRC SPL,26,KGP,KHARAGPUR,02:10:00,02:15:00,1735,PDY,PONDICHERRY,SRC,SANTRAGACHI JN.
6010,PDY-SRC SPL,27,SRC,SANTRAGACHI,04:30:00,04:30:00,1843,PDY,PONDICHERRY,SRC,SANTRAGACHI JN.
6041,MAS-QLN SPEC,1,MAS,CHENNAI CENT,18:20:00,18:20:00,0,MAS,CHENNAI CENTRAL,QLN,QUILON
6041,MAS-QLN SPEC,2,AJJ,ARAKKONAM JN,19:32:00,19:34:00,68,MAS,CHENNAI CENTRAL,QLN,QUILON
6041,MAS-QLN SPEC,3,KPD,KATPADI JN,20:25:00,20:27:00,128,MAS,CHENNAI CENTRAL,QLN,QUILON
6041,MAS-QLN SPEC,4,JTJ,JOLARPETTAI,21:47:00,21:52:00,212,MAS,CHENNAI CENTRAL,QLN,QUILON
6041,MAS-QLN SPEC,5,SA,SALEM JN.,23:30:00,23:32:00,331,MAS,CHENNAI CENTRAL,QLN,QUILON
6041,MAS-QLN SPEC,6,ED,ERODE JN.,00:35:00,00:45:00,391,MAS,CHENNAI CENTRAL,QLN,QUILON
6041,MAS-QLN SPEC,7,TUP,TIRUPPUR,01:22:00,01:24:00,441,MAS,CHENNAI CENTRAL,QLN,QUILON
6041,MAS-QLN SPEC,8,CBE,COIMBATORE,02:19:00,02:24:00,491,MAS,CHENNAI CENTRAL,QLN,QUILON
6041,MAS-QLN SPEC,9,PGT,PALAKKAD JN,03:25:00,03:30:00,545,MAS,CHENNAI CENTRAL,QLN,QUILON
6041,MAS-QLN SPEC,10,TCR,TRICHUR,05:18:00,05:20:00,621,MAS,CHENNAI CENTRAL,QLN,QUILON
6041,MAS-QLN SPEC,11,AWY,ALWAYE,06:23:00,06:25:00,676,MAS,CHENNAI CENTRAL,QLN,QUILON
6041,MAS-QLN SPEC,12,ERN,ERNAKULAM TO,07:15:00,07:20:00,693,MAS,CHENNAI CENTRAL,QLN,QUILON
6041,MAS-QLN SPEC,13,KTYM,KOTTAYAM,08:28:00,08:30:00,752,MAS,CHENNAI CENTRAL,QLN,QUILON
6041,MAS-QLN SPEC,14,CGY,CHANGANACHER,09:04:00,09:10:00,769,MAS,CHENNAI CENTRAL,QLN,QUILON
6041,MAS-QLN SPEC,15,TRVL,TIRUVALLA,09:26:00,09:28:00,777,MAS,CHENNAI CENTRAL,QLN,QUILON
6041,MAS-QLN SPEC,16,CNGR,CHENGANNUR,09:38:00,09:40:00,786,MAS,CHENNAI CENTRAL,QLN,QUILON
6041,MAS-QLN SPEC,17,MVLK,MAVELIKARA,09:56:00,09:58:00,799,MAS,CHENNAI CENTRAL,QLN,QUILON
6041,MAS-QLN SPEC,18,KYJ,KAYANKULAM J,10:10:00,10:12:00,807,MAS,CHENNAI CENTRAL,QLN,QUILON
6041,MAS-QLN SPEC,19,QLN,QUILON,11:00:00,11:00:00,849,MAS,CHENNAI CENTRAL,QLN,QUILON
6042,QLN-MAS SPEC,1,QLN,QUILON,16:15:00,16:15:00,0,QLN,QUILON,MAS,CHENNAI CENTRAL
6042,QLN-MAS SPEC,2,KYJ,KAYANKULAM J,17:00:00,17:02:00,40,QLN,QUILON,MAS,CHENNAI CENTRAL
6042,QLN-MAS SPEC,3,MVLK,MAVELIKARA,17:08:00,17:10:00,48,QLN,QUILON,MAS,CHENNAI CENTRAL
6042,QLN-MAS SPEC,4,CNGR,CHENGANNUR,17:20:00,17:22:00,61,QLN,QUILON,MAS,CHENNAI CENTRAL
6042,QLN-MAS SPEC,5,TRVL,TIRUVALLA,17:30:00,17:32:00,70,QLN,QUILON,MAS,CHENNAI CENTRAL
6042,QLN-MAS SPEC,6,CGY,CHANGANACHER,17:38:00,17:40:00,78,QLN,QUILON,MAS,CHENNAI CENTRAL
6042,QLN-MAS SPEC,7,KTYM,KOTTAYAM,18:00:00,18:02:00,95,QLN,QUILON,MAS,CHENNAI CENTRAL
6042,QLN-MAS SPEC,8,ERN,ERNAKULAM TO,19:45:00,19:50:00,155,QLN,QUILON,MAS,CHENNAI CENTRAL
6042,QLN-MAS SPEC,9,AWY,ALWAYE,20:15:00,20:17:00,172,QLN,QUILON,MAS,CHENNAI CENTRAL
6042,QLN-MAS SPEC,10,TCR,TRICHUR,21:50:00,21:52:00,227,QLN,QUILON,MAS,CHENNAI CENTRAL
6042,QLN-MAS SPEC,11,PGT,PALAKKAD JN,23:20:00,23:25:00,303,QLN,QUILON,MAS,CHENNAI CENTRAL
6042,QLN-MAS SPEC,12,CBE,COIMBATORE,01:23:00,01:28:00,357,QLN,QUILON,MAS,CHENNAI CENTRAL
6042,QLN-MAS SPEC,13,TUP,TIRUPPUR,02:14:00,02:16:00,407,QLN,QUILON,MAS,CHENNAI CENTRAL
6042,QLN-MAS SPEC,14,ED,ERODE JN.,03:00:00,03:10:00,457,QLN,QUILON,MAS,CHENNAI CENTRAL
6042,QLN-MAS SPEC,15,SA,SALEM JN.,04:00:00,04:05:00,516,QLN,QUILON,MAS,CHENNAI CENTRAL
6042,QLN-MAS SPEC,16,JTJ,JOLARPETTAI,05:18:00,05:20:00,638,QLN,QUILON,MAS,CHENNAI CENTRAL
6042,QLN-MAS SPEC,17,KPD,KATPADI JN,06:13:00,06:15:00,721,QLN,QUILON,MAS,CHENNAI CENTRAL
6042,QLN-MAS SPEC,18,AJJ,ARAKKONAM JN,07:03:00,07:05:00,782,QLN,QUILON,MAS,CHENNAI CENTRAL
6042,QLN-MAS SPEC,19,PER,PERAMBUR,08:03:00,08:05:00,845,QLN,QUILON,MAS,CHENNAI CENTRAL
6042,QLN-MAS SPEC,20,MAS,CHENNAI CENT,08:30:00,08:30:00,851,QLN,QUILON,MAS,CHENNAI CENTRAL
6043,MAS-QLN SPL,1,MAS,CHENNAI CENT,22:30:00,22:30:00,0,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,2,AJJ,ARAKKONAM JN,23:42:00,23:44:00,68,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,3,KPD,KATPADI JN,00:32:00,00:34:00,128,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,4,JTJ,JOLARPETTAI,01:55:00,02:00:00,212,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,5,SA,SALEM JN.,03:25:00,03:30:00,331,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,6,ED,ERODE JN.,04:30:00,04:35:00,391,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,7,TUP,TIRUPPUR,05:20:00,05:22:00,441,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,8,CBE,COIMBATORE,06:25:00,06:30:00,491,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,9,PGT,PALAKKAD JN,07:30:00,07:35:00,545,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,10,TCR,TRICHUR,09:05:00,09:07:00,621,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,11,AWY,ALWAYE,10:05:00,10:07:00,676,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,12,ERN,ERNAKULAM TO,10:30:00,10:35:00,693,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,13,KTYM,KOTTAYAM,11:58:00,12:00:00,752,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,14,CGY,CHANGANACHER,12:18:00,12:20:00,769,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,15,TRVL,TIRUVALLA,12:30:00,12:40:00,777,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,16,CNGR,CHENGANNUR,12:52:00,12:54:00,786,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,17,KYJ,KAYANKULAM J,13:20:00,13:25:00,807,MAS,CHENNAI CENTRAL,QLN,QUILON
6043,MAS-QLN SPL,18,QLN,QUILON,14:30:00,14:30:00,849,MAS,CHENNAI CENTRAL,QLN,QUILON
6044,QLN-MAS  SPL,1,QLN,QUILON,15:15:00,15:15:00,0,QLN,QUILON,MAS,CHENNAI CENTRAL
6044,QLN-MAS  SPL,2,KYJ,KAYANKULAM J,15:55:00,16:00:00,40,QLN,QUILON,MAS,CHENNAI CENTRAL
6044,QLN-MAS  SPL,3,CNGR,CHENGANNUR,16:18:00,16:20:00,61,QLN,QUILON,MAS,CHENNAI CENTRAL
6044,QLN-MAS  SPL,4,TRVL,TIRUVALLA,16:27:00,16:29:00,70,QLN,QUILON,MAS,CHENNAI CENTRAL
6044,QLN-MAS  SPL,5,CGY,CHANGANACHER,16:38:00,16:40:00,78,QLN,QUILON,MAS,CHENNAI CENTRAL
6044,QLN-MAS  SPL,6,KTYM,KOTTAYAM,17:30:00,17:32:00,95,QLN,QUILON,MAS,CHENNAI CENTRAL
6044,QLN-MAS  SPL,7,ERN,ERNAKULAM TO,18:40:00,18:45:00,155,QLN,QUILON,MAS,CHENNAI CENTRAL
6044,QLN-MAS  SPL,8,AWY,ALWAYE,19:05:00,19:07:00,172,QLN,QUILON,MAS,CHENNAI CENTRAL
6044,QLN-MAS  SPL,9,TCR,TRICHUR,20:08:00,20:10:00,227,QLN,QUILON,MAS,CHENNAI CENTRAL
6044,QLN-MAS  SPL,10,PGT,PALAKKAD JN,21:38:00,21:40:00,303,QLN,QUILON,MAS,CHENNAI CENTRAL
6044,QLN-MAS  SPL,11,CBE,COIMBATORE,23:25:00,23:30:00,357,QLN,QUILON,MAS,CHENNAI CENTRAL
6044,QLN-MAS  SPL,12,TUP,TIRUPPUR,00:14:00,00:16:00,408,QLN,QUILON,MAS,CHENNAI CENTRAL
6044,QLN-MAS  SPL,13,ED,ERODE JN.,01:05:00,01:10:00,458,QLN,QUILON,MAS,CHENNAI CENTRAL
6044,QLN-MAS  SPL,14,SA,SALEM JN.,02:05:00,02:10:00,517,QLN,QUILON,MAS,CHENNAI CENTRAL
6044,QLN-MAS  SPL,15,JTJ,JOLARPETTAI,03:55:00,03:57:00,639,QLN,QUILON,MAS,CHENNAI CENTRAL
6044,QLN-MAS  SPL,16,KPD,KATPADI JN,05:02:00,05:04:00,722,QLN,QUILON,MAS,CHENNAI CENTRAL
6044,QLN-MAS  SPL,17,AJJ,ARAKKONAM JN,05:52:00,05:54:00,783,QLN,QUILON,MAS,CHENNAI CENTRAL
6044,QLN-MAS  SPL,18,PER,PERAMBUR,06:33:00,06:35:00,846,QLN,QUILON,MAS,CHENNAI CENTRAL
6044,QLN-MAS  SPL,19,MAS,CHENNAI CENT,07:20:00,07:20:00,852,QLN,QUILON,MAS,CHENNAI CENTRAL
6046,QLN-MAS SPEC,1,QLN,QUILON,14:45:00,14:45:00,0,QLN,QUILON,MAS,CHENNAI CENTRAL
6046,QLN-MAS SPEC,2,KYJ,KAYANKULAM J,15:25:00,15:27:00,40,QLN,QUILON,MAS,CHENNAI CENTRAL
6046,QLN-MAS SPEC,3,MVLK,MAVELIKARA,15:36:00,15:38:00,48,QLN,QUILON,MAS,CHENNAI CENTRAL
6046,QLN-MAS SPEC,4,CNGR,CHENGANNUR,15:48:00,15:50:00,61,QLN,QUILON,MAS,CHENNAI CENTRAL
6046,QLN-MAS SPEC,5,TRVL,TIRUVALLA,16:00:00,16:02:00,70,QLN,QUILON,MAS,CHENNAI CENTRAL
6046,QLN-MAS SPEC,6,KTYM,KOTTAYAM,16:45:00,16:48:00,95,QLN,QUILON,MAS,CHENNAI CENTRAL
6046,QLN-MAS SPEC,7,ERN,ERNAKULAM TO,19:00:00,19:05:00,155,QLN,QUILON,MAS,CHENNAI CENTRAL
6046,QLN-MAS SPEC,8,AWY,ALWAYE,19:25:00,19:27:00,172,QLN,QUILON,MAS,CHENNAI CENTRAL
6046,QLN-MAS SPEC,9,TCR,TRICHUR,20:14:00,20:17:00,227,QLN,QUILON,MAS,CHENNAI CENTRAL
6046,QLN-MAS SPEC,10,PGT,PALAKKAD JN,21:52:00,21:57:00,303,QLN,QUILON,MAS,CHENNAI CENTRAL
6046,QLN-MAS SPEC,11,CBE,COIMBATORE,23:25:00,23:30:00,357,QLN,QUILON,MAS,CHENNAI CENTRAL
6046,QLN-MAS SPEC,12,TUP,TIRUPPUR,00:14:00,00:16:00,408,QLN,QUILON,MAS,CHENNAI CENTRAL
6046,QLN-MAS SPEC,13,ED,ERODE JN.,01:05:00,01:10:00,458,QLN,QUILON,MAS,CHENNAI CENTRAL
6046,QLN-MAS SPEC,14,SA,SALEM JN.,02:05:00,02:10:00,517,QLN,QUILON,MAS,CHENNAI CENTRAL
6046,QLN-MAS SPEC,15,JTJ,JOLARPETTAI,04:20:00,04:22:00,639,QLN,QUILON,MAS,CHENNAI CENTRAL
6046,QLN-MAS SPEC,16,KPD,KATPADI JN,06:08:00,06:10:00,722,QLN,QUILON,MAS,CHENNAI CENTRAL
6046,QLN-MAS SPEC,17,AJJ,ARAKKONAM JN,07:08:00,07:10:00,783,QLN,QUILON,MAS,CHENNAI CENTRAL
6046,QLN-MAS SPEC,18,PER,PERAMBUR,08:08:00,08:10:00,846,QLN,QUILON,MAS,CHENNAI CENTRAL
6046,QLN-MAS SPEC,19,MAS,CHENNAI CENT,08:45:00,08:45:00,852,QLN,QUILON,MAS,CHENNAI CENTRAL
6047,MAS-QLN SPL,1,MAS,CHENNAI CENT,18:20:00,18:20:00,0,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,2,AJJ,ARAKKONAM JN,19:32:00,19:34:00,68,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,3,KPD,KATPADI JN,20:25:00,20:27:00,128,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,4,JTJ,JOLARPETTAI,21:47:00,21:52:00,212,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,5,SA,SALEM JN.,23:30:00,23:32:00,331,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,6,ED,ERODE JN.,00:34:00,00:39:00,391,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,7,TUP,TIRUPPUR,01:22:00,01:24:00,441,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,8,CBE,COIMBATORE,02:19:00,02:24:00,491,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,9,PGT,PALAKKAD JN,03:40:00,03:45:00,546,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,10,TCR,TRICHUR,05:18:00,05:20:00,622,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,11,AWY,ALWAYE,06:23:00,06:25:00,677,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,12,ERN,ERNAKULAM TO,07:15:00,07:20:00,694,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,13,KTYM,KOTTAYAM,08:28:00,08:30:00,752,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,14,CGY,CHANGANACHER,09:04:00,09:10:00,770,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,15,TRVL,TIRUVALLA,09:26:00,09:28:00,778,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,16,CNGR,CHENGANNUR,09:38:00,09:40:00,787,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,17,MVLK,MAVELIKARA,09:46:00,09:47:00,799,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,18,KYJ,KAYANKULAM J,09:50:00,09:52:00,807,MAS,CHENNAI CENTRAL,QLN,QUILON
6047,MAS-QLN SPL,19,QLN,QUILON,10:30:00,10:30:00,849,MAS,CHENNAI CENTRAL,QLN,QUILON
6048,QLN- MAS SPL,1,QLN,QUILON,13:30:00,13:30:00,0,QLN,QUILON,MAS,CHENNAI CENTRAL
6048,QLN- MAS SPL,2,KYJ,KAYANKULAM J,14:10:00,14:12:00,40,QLN,QUILON,MAS,CHENNAI CENTRAL
6048,QLN- MAS SPL,3,MVLK,MAVELIKARA,14:21:00,14:23:00,48,QLN,QUILON,MAS,CHENNAI CENTRAL
6048,QLN- MAS SPL,4,CNGR,CHENGANNUR,14:24:00,14:26:00,61,QLN,QUILON,MAS,CHENNAI CENTRAL
6048,QLN- MAS SPL,5,TRVL,TIRUVALLA,14:32:00,14:36:00,70,QLN,QUILON,MAS,CHENNAI CENTRAL
6048,QLN- MAS SPL,6,CGY,CHANGANACHER,14:58:00,15:00:00,78,QLN,QUILON,MAS,CHENNAI CENTRAL
6048,QLN- MAS SPL,7,KTYM,KOTTAYAM,15:12:00,15:15:00,95,QLN,QUILON,MAS,CHENNAI CENTRAL
6048,QLN- MAS SPL,8,ERN,ERNAKULAM TO,16:35:00,16:40:00,155,QLN,QUILON,MAS,CHENNAI CENTRAL
6048,QLN- MAS SPL,9,AWY,ALWAYE,17:00:00,17:02:00,172,QLN,QUILON,MAS,CHENNAI CENTRAL
6048,QLN- MAS SPL,10,TCR,TRICHUR,18:05:00,18:07:00,227,QLN,QUILON,MAS,CHENNAI CENTRAL
6048,QLN- MAS SPL,11,PGT,PALAKKAD JN,20:10:00,20:15:00,303,QLN,QUILON,MAS,CHENNAI CENTRAL
6048,QLN- MAS SPL,12,CBE,COIMBATORE,21:40:00,21:45:00,357,QLN,QUILON,MAS,CHENNAI CENTRAL
6048,QLN- MAS SPL,13,TUP,TIRUPPUR,22:30:00,22:32:00,408,QLN,QUILON,MAS,CHENNAI CENTRAL
6048,QLN- MAS SPL,14,ED,ERODE JN.,23:20:00,23:25:00,458,QLN,QUILON,MAS,CHENNAI CENTRAL
6048,QLN- MAS SPL,15,SA,SALEM JN.,00:19:00,00:24:00,517,QLN,QUILON,MAS,CHENNAI CENTRAL
6048,QLN- MAS SPL,16,JTJ,JOLARPETTAI,02:05:00,02:07:00,639,QLN,QUILON,MAS,CHENNAI CENTRAL
6048,QLN- MAS SPL,17,KPD,KATPADI JN,04:03:00,04:05:00,722,QLN,QUILON,MAS,CHENNAI CENTRAL
6048,QLN- MAS SPL,18,AJJ,ARAKKONAM JN,04:58:00,05:00:00,783,QLN,QUILON,MAS,CHENNAI CENTRAL
6048,QLN- MAS SPL,19,PER,PERAMBUR,05:43:00,05:45:00,846,QLN,QUILON,MAS,CHENNAI CENTRAL
6048,QLN- MAS SPL,20,MAS,CHENNAI CENT,06:30:00,06:30:00,852,QLN,QUILON,MAS,CHENNAI CENTRAL
6049,MS-QLN SPL F,1,MS,CHENNAI EGMO,14:45:00,14:45:00,0,MS,CHENNAI EGMORE,QLN,QUILON
6049,MS-QLN SPL F,2,AJJ,ARAKKONAM JN,16:26:00,16:28:00,74,MS,CHENNAI EGMORE,QLN,QUILON
6049,MS-QLN SPL F,3,KPD,KATPADI JN,17:15:00,17:17:00,134,MS,CHENNAI EGMORE,QLN,QUILON
6049,MS-QLN SPL F,4,JTJ,JOLARPETTAI,18:30:00,18:32:00,218,MS,CHENNAI EGMORE,QLN,QUILON
6049,MS-QLN SPL F,5,SA,SALEM JN.,20:00:00,20:05:00,337,MS,CHENNAI EGMORE,QLN,QUILON
6049,MS-QLN SPL F,6,ED,ERODE JN.,21:00:00,21:05:00,396,MS,CHENNAI EGMORE,QLN,QUILON
6049,MS-QLN SPL F,7,TUP,TIRUPPUR,21:50:00,21:52:00,447,MS,CHENNAI EGMORE,QLN,QUILON
6049,MS-QLN SPL F,8,CBE,COIMBATORE,22:50:00,22:55:00,497,MS,CHENNAI EGMORE,QLN,QUILON
6049,MS-QLN SPL F,9,PGT,PALAKKAD JN,00:05:00,00:10:00,552,MS,CHENNAI EGMORE,QLN,QUILON
6049,MS-QLN SPL F,10,TCR,TRICHUR,01:20:00,01:23:00,628,MS,CHENNAI EGMORE,QLN,QUILON
6049,MS-QLN SPL F,11,AWY,ALWAYE,02:20:00,02:22:00,683,MS,CHENNAI EGMORE,QLN,QUILON
6049,MS-QLN SPL F,12,ERN,ERNAKULAM TO,02:45:00,02:50:00,699,MS,CHENNAI EGMORE,QLN,QUILON
6049,MS-QLN SPL F,13,KTYM,KOTTAYAM,03:55:00,03:58:00,759,MS,CHENNAI EGMORE,QLN,QUILON
6049,MS-QLN SPL F,14,CGY,CHANGANACHER,04:14:00,04:15:00,776,MS,CHENNAI EGMORE,QLN,QUILON
6049,MS-QLN SPL F,15,TRVL,TIRUVALLA,04:24:00,04:25:00,784,MS,CHENNAI EGMORE,QLN,QUILON
6049,MS-QLN SPL F,16,CNGR,CHENGANNUR,04:33:00,04:35:00,794,MS,CHENNAI EGMORE,QLN,QUILON
6049,MS-QLN SPL F,17,MVLK,MAVELIKARA,04:47:00,04:49:00,806,MS,CHENNAI EGMORE,QLN,QUILON
6049,MS-QLN SPL F,18,KYJ,KAYANKULAM J,05:04:00,05:06:00,814,MS,CHENNAI EGMORE,QLN,QUILON
6049,MS-QLN SPL F,19,QLN,QUILON,05:50:00,05:50:00,855,MS,CHENNAI EGMORE,QLN,QUILON
6050,QLN-MS  SPL,1,QLN,QUILON,13:00:00,13:00:00,0,QLN,QUILON,MS,CHENNAI EGMORE
6050,QLN-MS  SPL,2,KYJ,KAYANKULAM J,13:38:00,13:40:00,40,QLN,QUILON,MS,CHENNAI EGMORE
6050,QLN-MS  SPL,3,MVLK,MAVELIKARA,13:49:00,13:51:00,48,QLN,QUILON,MS,CHENNAI EGMORE
6050,QLN-MS  SPL,4,CNGR,CHENGANNUR,13:58:00,14:00:00,61,QLN,QUILON,MS,CHENNAI EGMORE
6050,QLN-MS  SPL,5,TRVL,TIRUVALLA,14:10:00,14:11:00,70,QLN,QUILON,MS,CHENNAI EGMORE
6050,QLN-MS  SPL,6,CGY,CHANGANACHER,14:20:00,14:21:00,78,QLN,QUILON,MS,CHENNAI EGMORE
6050,QLN-MS  SPL,7,KTYM,KOTTAYAM,14:46:00,14:51:00,95,QLN,QUILON,MS,CHENNAI EGMORE
6050,QLN-MS  SPL,8,ERN,ERNAKULAM TO,16:10:00,16:15:00,155,QLN,QUILON,MS,CHENNAI EGMORE
6050,QLN-MS  SPL,9,AWY,ALWAYE,16:35:00,16:37:00,172,QLN,QUILON,MS,CHENNAI EGMORE
6050,QLN-MS  SPL,10,TCR,TRICHUR,17:24:00,17:27:00,227,QLN,QUILON,MS,CHENNAI EGMORE
6050,QLN-MS  SPL,11,PGT,PALAKKAD JN,19:54:00,19:59:00,303,QLN,QUILON,MS,CHENNAI EGMORE
6050,QLN-MS  SPL,12,CBE,COIMBATORE,21:10:00,21:15:00,357,QLN,QUILON,MS,CHENNAI EGMORE
6050,QLN-MS  SPL,13,TUP,TIRUPPUR,22:07:00,22:09:00,408,QLN,QUILON,MS,CHENNAI EGMORE
6050,QLN-MS  SPL,14,ED,ERODE JN.,22:55:00,23:00:00,458,QLN,QUILON,MS,CHENNAI EGMORE
6050,QLN-MS  SPL,15,SA,SALEM JN.,23:50:00,23:55:00,517,QLN,QUILON,MS,CHENNAI EGMORE
6050,QLN-MS  SPL,16,JTJ,JOLARPETTAI,01:40:00,01:42:00,639,QLN,QUILON,MS,CHENNAI EGMORE
6050,QLN-MS  SPL,17,KPD,KATPADI JN,02:55:00,02:57:00,722,QLN,QUILON,MS,CHENNAI EGMORE
6050,QLN-MS  SPL,18,AJJ,ARAKKONAM JN,03:53:00,03:55:00,783,QLN,QUILON,MS,CHENNAI EGMORE
6050,QLN-MS  SPL,19,PER,PERAMBUR,04:48:00,04:50:00,846,QLN,QUILON,MS,CHENNAI EGMORE
